,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.21,0.284433,0.29685,0.21,0.139361
Normalized EBITDA,38774000.0,41797000.0,42485000.0,33474000.0,52528000.0
Net Income From Continuing Operation Net Minority Interest,7398000.0,7658000.0,7009000.0,-2013000.0,17304000.0
Reconciled Depreciation,16466000.0,23464000.0,24873000.0,27039000.0,24683000.0
Reconciled Cost Of Revenue,31779000.0,30063000.0,30547000.0,30939000.0,31730000.0
EBITDA,38774000.0,41797000.0,42485000.0,33474000.0,52528000.0
EBIT,22308000.0,18333000.0,17612000.0,6435000.0,27845000.0
Net Interest Income,-7439000.0,-7631000.0,-7644000.0,-7668000.0,-7739000.0
Interest Expense,7439000.0,7631000.0,7644000.0,7668000.0,7739000.0
Normalized Income,7398000.0,7658000.0,7009000.0,-2013000.0,17304000.0
Net Income From Continuing And Discontinued Operation,7398000.0,7658000.0,7009000.0,-2013000.0,17304000.0
Total Expenses,162164000.0,164768000.0,163493000.0,172564000.0,160650000.0
Total Operating Income As Reported,21739000.0,16805000.0,15246000.0,6460000.0,19781000.0
Diluted Average Shares,61730000.0,63070000.0,63842000.0,64467000.0,66802000.0
Basic Average Shares,60258000.0,61708000.0,63163000.0,64467000.0,65071000.0
Diluted EPS,0.12,0.12,0.11,-0.03,0.26
Basic EPS,0.12,0.12,0.11,-0.03,0.27
Diluted NI Availto Com Stockholders,7398000.0,7658000.0,7009000.0,-2013000.0,17304000.0
Net Income Common Stockholders,7398000.0,7658000.0,7009000.0,-2013000.0,17304000.0
Net Income,7398000.0,7658000.0,7009000.0,-2013000.0,17304000.0
Net Income Including Noncontrolling Interests,7398000.0,7658000.0,7009000.0,-2013000.0,17304000.0
Net Income Continuous Operations,7398000.0,7658000.0,7009000.0,-2013000.0,17304000.0
Tax Provision,7471000.0,3044000.0,2959000.0,780000.0,2802000.0
Pretax Income,14869000.0,10702000.0,9968000.0,-1233000.0,20106000.0
Other Income Expense,569000.0,1528000.0,2366000.0,-25000.0,8064000.0
Other Non Operating Income Expenses,569000.0,1528000.0,2366000.0,-25000.0,8064000.0
Net Non Operating Interest Income Expense,-7439000.0,-7631000.0,-7644000.0,-7668000.0,-7739000.0
Interest Expense Non Operating,7439000.0,7631000.0,7644000.0,7668000.0,7739000.0
Operating Income,21739000.0,16805000.0,15246000.0,6460000.0,19781000.0
Operating Expense,130385000.0,134705000.0,132946000.0,141625000.0,128920000.0
Depreciation Amortization Depletion Income Statement,16466000.0,23464000.0,24873000.0,27039000.0,24683000.0
Depreciation And Amortization In Income Statement,16466000.0,23464000.0,24873000.0,27039000.0,24683000.0
Research And Development,32638000.0,27580000.0,28634000.0,28478000.0,29040000.0
Selling General And Administration,81281000.0,83661000.0,79439000.0,86108000.0,75197000.0
Selling And Marketing Expense,62047000.0,59336000.0,57757000.0,60225000.0,53838000.0
General And Administrative Expense,19234000.0,24325000.0,21682000.0,25883000.0,21359000.0
Other Gand A,19234000.0,24325000.0,21682000.0,25883000.0,21359000.0
Gross Profit,152124000.0,151510000.0,148192000.0,148085000.0,148701000.0
Cost Of Revenue,31779000.0,30063000.0,30547000.0,30939000.0,31730000.0
Total Revenue,183903000.0,181573000.0,178739000.0,179024000.0,180431000.0
Operating Revenue,180632000.0,178189000.0,175114000.0,175423000.0,177296000.0
